,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,index,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
10,5,2,0,0,0,0,2,5,5,5,3,6,4,15,9,15,2,3,4,5,5,5,4,3,3,4,3,4,4,3,3,5,10,33,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 115, 'speed': 2}, {'layer': '900mb', 'direction': 150, 'speed': 3}, {'layer': '850mb', 'direction': 165, 'speed': 4}, {'layer': '800mb', 'direction': 185, 'speed': 5}, {'layer': '750mb', 'direction': 205, 'speed': 5}, {'layer': '700mb', 'direction': 215, 'speed': 5}, {'layer': '650mb', 'direction': 230, 'speed': 4}, {'layer': '600mb', 'direction': 245, 'speed': 3}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 305, 'speed': 4}, {'layer': '450mb', 'direction': 265, 'speed': 3}, {'layer': '400mb', 'direction': 250, 'speed': 4}, {'layer': '350mb', 'direction': 250, 'speed': 4}, {'layer': '300mb', 'direction': 250, 'speed': 3}, {'layer': '250mb', 'direction': 235, 'speed': 3}, {'layer': '200mb', 'direction': 285, 'speed': 5}]",24,2,4,1025,none,0,0,95,2,usa
11,3,2,-1,0,0,1,3,3,6,7,3,5,4,9,8,16,2,3,4,5,5,5,4,3,3,3,3,4,5,3,4,4,11,36,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 135, 'speed': 2}, {'layer': '900mb', 'direction': 150, 'speed': 3}, {'layer': '850mb', 'direction': 165, 'speed': 4}, {'layer': '800mb', 'direction': 185, 'speed': 5}, {'layer': '750mb', 'direction': 210, 'speed': 5}, {'layer': '700mb', 'direction': 230, 'speed': 5}, {'layer': '650mb', 'direction': 240, 'speed': 4}, {'layer': '600mb', 'direction': 255, 'speed': 3}, {'layer': '550mb', 'direction': 315, 'speed': 3}, {'layer': '500mb', 'direction': 305, 'speed': 3}, {'layer': '450mb', 'direction': 265, 'speed': 3}, {'layer': '400mb', 'direction': 235, 'speed': 4}, {'layer': '350mb', 'direction': 245, 'speed': 5}, {'layer': '300mb', 'direction': 225, 'speed': 3}, {'layer': '250mb', 'direction': 245, 'speed': 4}, {'layer': '200mb', 'direction': 270, 'speed': 4}]",23,2,2,1024,none,0,0,115,2,usa
12,3,1,-1,-1,0,2,2,3,6,5,5,2,5,12,16,16,2,3,4,4,5,4,3,2,2,3,3,4,5,4,4,4,12,39,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 125, 'speed': 2}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 175, 'speed': 4}, {'layer': '800mb', 'direction': 190, 'speed': 4}, {'layer': '750mb', 'direction': 215, 'speed': 5}, {'layer': '700mb', 'direction': 240, 'speed': 4}, {'layer': '650mb', 'direction': 240, 'speed': 3}, {'layer': '600mb', 'direction': 250, 'speed': 2}, {'layer': '550mb', 'direction': 275, 'speed': 2}, {'layer': '500mb', 'direction': 305, 'speed': 3}, {'layer': '450mb', 'direction': 290, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 4}, {'layer': '350mb', 'direction': 255, 'speed': 5}, {'layer': '300mb', 'direction': 260, 'speed': 4}, {'layer': '250mb', 'direction': 255, 'speed': 4}, {'layer': '200mb', 'direction': 270, 'speed': 4}]",24,2,3,1023,none,0,0,95,2,usa
13,4,1,-1,-1,0,1,2,4,5,9,5,2,7,15,16,14,2,3,3,4,4,3,3,3,2,2,3,4,4,4,3,4,13,42,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 120, 'speed': 2}, {'layer': '900mb', 'direction': 160, 'speed': 3}, {'layer': '850mb', 'direction': 175, 'speed': 3}, {'layer': '800mb', 'direction': 200, 'speed': 4}, {'layer': '750mb', 'direction': 230, 'speed': 4}, {'layer': '700mb', 'direction': 255, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 3}, {'layer': '600mb', 'direction': 265, 'speed': 3}, {'layer': '550mb', 'direction': 260, 'speed': 2}, {'layer': '500mb', 'direction': 290, 'speed': 2}, {'layer': '450mb', 'direction': 290, 'speed': 3}, {'layer': '400mb', 'direction': 280, 'speed': 4}, {'layer': '350mb', 'direction': 270, 'speed': 4}, {'layer': '300mb', 'direction': 275, 'speed': 4}, {'layer': '250mb', 'direction': 275, 'speed': 3}, {'layer': '200mb', 'direction': 270, 'speed': 4}]",24,2,4,1022,none,0,0,75,2,usa
14,4,1,-1,-1,-1,0,1,2,5,11,15,9,15,8,8,12,2,3,4,4,3,2,2,3,3,3,3,3,3,3,3,4,14,45,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 11}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 9}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 85, 'speed': 2}, {'layer': '900mb', 'direction': 165, 'speed': 3}, {'layer': '850mb', 'direction': 175, 'speed': 4}, {'layer': '800mb', 'direction': 200, 'speed': 4}, {'layer': '750mb', 'direction': 230, 'speed': 3}, {'layer': '700mb', 'direction': 265, 'speed': 2}, {'layer': '650mb', 'direction': 305, 'speed': 2}, {'layer': '600mb', 'direction': 310, 'speed': 3}, {'layer': '550mb', 'direction': 290, 'speed': 3}, {'layer': '500mb', 'direction': 285, 'speed': 3}, {'layer': '450mb', 'direction': 305, 'speed': 3}, {'layer': '400mb', 'direction': 295, 'speed': 3}, {'layer': '350mb', 'direction': 270, 'speed': 3}, {'layer': '300mb', 'direction': 295, 'speed': 3}, {'layer': '250mb', 'direction': 300, 'speed': 3}, {'layer': '200mb', 'direction': 265, 'speed': 4}]",23,-1,6,1023,none,0,0,80,2,usa
15,3,1,-1,-1,0,0,1,3,7,10,10,12,16,4,8,9,1,3,3,4,4,2,2,2,3,3,3,2,2,3,3,4,15,48,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 9}]","[{'layer': '950mb', 'direction': 150, 'speed': 1}, {'layer': '900mb', 'direction': 185, 'speed': 3}, {'layer': '850mb', 'direction': 195, 'speed': 3}, {'layer': '800mb', 'direction': 215, 'speed': 4}, {'layer': '750mb', 'direction': 235, 'speed': 4}, {'layer': '700mb', 'direction': 230, 'speed': 2}, {'layer': '650mb', 'direction': 250, 'speed': 2}, {'layer': '600mb', 'direction': 355, 'speed': 2}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 300, 'speed': 3}, {'layer': '400mb', 'direction': 285, 'speed': 2}, {'layer': '350mb', 'direction': 255, 'speed': 2}, {'layer': '300mb', 'direction': 315, 'speed': 3}, {'layer': '250mb', 'direction': 295, 'speed': 3}, {'layer': '200mb', 'direction': 260, 'speed': 4}]",23,-1,8,1022,none,0,0,115,2,usa
16,4,1,-1,-1,-1,0,1,3,10,9,10,13,6,10,8,11,2,3,4,3,3,2,2,2,3,3,2,2,2,2,3,3,16,51,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 6}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 220, 'speed': 2}, {'layer': '900mb', 'direction': 185, 'speed': 3}, {'layer': '850mb', 'direction': 190, 'speed': 4}, {'layer': '800mb', 'direction': 205, 'speed': 3}, {'layer': '750mb', 'direction': 235, 'speed': 3}, {'layer': '700mb', 'direction': 235, 'speed': 2}, {'layer': '650mb', 'direction': 235, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 2}, {'layer': '550mb', 'direction': 280, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 315, 'speed': 2}, {'layer': '400mb', 'direction': 270, 'speed': 2}, {'layer': '350mb', 'direction': 320, 'speed': 2}, {'layer': '300mb', 'direction': 340, 'speed': 2}, {'layer': '250mb', 'direction': 240, 'speed': 3}, {'layer': '200mb', 'direction': 250, 'speed': 3}]",22,-1,9,1022,none,0,0,95,2,usa
17,4,0,-1,-1,0,0,1,4,8,7,8,11,11,9,11,14,2,3,4,4,3,2,2,2,3,3,2,2,3,2,2,4,17,54,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 11}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 220, 'speed': 2}, {'layer': '900mb', 'direction': 190, 'speed': 3}, {'layer': '850mb', 'direction': 200, 'speed': 4}, {'layer': '800mb', 'direction': 210, 'speed': 4}, {'layer': '750mb', 'direction': 215, 'speed': 3}, {'layer': '700mb', 'direction': 205, 'speed': 2}, {'layer': '650mb', 'direction': 235, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 2}, {'layer': '550mb', 'direction': 270, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 345, 'speed': 2}, {'layer': '400mb', 'direction': 5, 'speed': 2}, {'layer': '350mb', 'direction': 5, 'speed': 3}, {'layer': '300mb', 'direction': 115, 'speed': 2}, {'layer': '250mb', 'direction': 245, 'speed': 2}, {'layer': '200mb', 'direction': 255, 'speed': 4}]",22,-1,9,1022,none,0,0,80,2,usa
18,4,0,-1,-1,0,1,1,3,7,7,11,11,10,5,14,15,2,3,4,4,4,3,2,2,3,2,2,2,3,3,3,3,18,57,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 11}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 180, 'speed': 2}, {'layer': '900mb', 'direction': 190, 'speed': 3}, {'layer': '850mb', 'direction': 200, 'speed': 4}, {'layer': '800mb', 'direction': 215, 'speed': 4}, {'layer': '750mb', 'direction': 225, 'speed': 4}, {'layer': '700mb', 'direction': 210, 'speed': 3}, {'layer': '650mb', 'direction': 215, 'speed': 2}, {'layer': '600mb', 'direction': 270, 'speed': 2}, {'layer': '550mb', 'direction': 305, 'speed': 3}, {'layer': '500mb', 'direction': 350, 'speed': 2}, {'layer': '450mb', 'direction': 345, 'speed': 2}, {'layer': '400mb', 'direction': 90, 'speed': 2}, {'layer': '350mb', 'direction': 80, 'speed': 3}, {'layer': '300mb', 'direction': 180, 'speed': 3}, {'layer': '250mb', 'direction': 245, 'speed': 3}, {'layer': '200mb', 'direction': 240, 'speed': 3}]",22,-1,6,1022,none,0,0,120,2,usa
19,4,-1,-1,-2,0,1,2,4,7,10,11,10,10,8,13,13,2,3,4,4,4,3,3,2,2,2,2,3,3,3,3,4,19,60,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 13}]","[{'layer': '950mb', 'direction': 165, 'speed': 2}, {'layer': '900mb', 'direction': 195, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 4}, {'layer': '800mb', 'direction': 220, 'speed': 4}, {'layer': '750mb', 'direction': 230, 'speed': 4}, {'layer': '700mb', 'direction': 230, 'speed': 3}, {'layer': '650mb', 'direction': 230, 'speed': 3}, {'layer': '600mb', 'direction': 250, 'speed': 2}, {'layer': '550mb', 'direction': 355, 'speed': 2}, {'layer': '500mb', 'direction': 20, 'speed': 2}, {'layer': '450mb', 'direction': 210, 'speed': 2}, {'layer': '400mb', 'direction': 145, 'speed': 3}, {'layer': '350mb', 'direction': 125, 'speed': 3}, {'layer': '300mb', 'direction': 195, 'speed': 3}, {'layer': '250mb', 'direction': 210, 'speed': 3}, {'layer': '200mb', 'direction': 240, 'speed': 4}]",22,-1,4,1021,none,0,0,135,2,usa
20,2,-1,-1,-2,-1,1,2,4,7,9,7,7,12,9,11,16,2,3,3,4,3,3,3,2,2,2,2,3,3,3,3,3,20,63,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 2}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 12}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 185, 'speed': 2}, {'layer': '900mb', 'direction': 195, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 230, 'speed': 4}, {'layer': '750mb', 'direction': 245, 'speed': 3}, {'layer': '700mb', 'direction': 255, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 3}, {'layer': '600mb', 'direction': 265, 'speed': 2}, {'layer': '550mb', 'direction': 50, 'speed': 2}, {'layer': '500mb', 'direction': 165, 'speed': 2}, {'layer': '450mb', 'direction': 180, 'speed': 2}, {'layer': '400mb', 'direction': 180, 'speed': 3}, {'layer': '350mb', 'direction': 165, 'speed': 3}, {'layer': '300mb', 'direction': 190, 'speed': 3}, {'layer': '250mb', 'direction': 200, 'speed': 3}, {'layer': '200mb', 'direction': 245, 'speed': 3}]",22,2,2,1018,none,0,0,150,2,usa
21,-1,-1,0,-1,-1,0,2,3,7,6,6,8,11,6,8,15,3,3,4,3,3,3,2,2,2,2,3,3,3,3,3,3,21,66,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -1}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 210, 'speed': 3}, {'layer': '900mb', 'direction': 205, 'speed': 3}, {'layer': '850mb', 'direction': 220, 'speed': 4}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 235, 'speed': 3}, {'layer': '700mb', 'direction': 260, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 2}, {'layer': '600mb', 'direction': 190, 'speed': 2}, {'layer': '550mb', 'direction': 130, 'speed': 2}, {'layer': '500mb', 'direction': 185, 'speed': 2}, {'layer': '450mb', 'direction': 200, 'speed': 3}, {'layer': '400mb', 'direction': 195, 'speed': 3}, {'layer': '350mb', 'direction': 210, 'speed': 3}, {'layer': '300mb', 'direction': 220, 'speed': 3}, {'layer': '250mb', 'direction': 260, 'speed': 3}, {'layer': '200mb', 'direction': 245, 'speed': 3}]",25,2,2,1016,none,0,0,205,2,usa
22,-1,0,-1,-1,-1,0,2,3,7,8,7,7,8,8,12,16,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,4,22,69,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -1}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 12}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 225, 'speed': 3}, {'layer': '900mb', 'direction': 225, 'speed': 3}, {'layer': '850mb', 'direction': 230, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 230, 'speed': 3}, {'layer': '700mb', 'direction': 235, 'speed': 3}, {'layer': '650mb', 'direction': 235, 'speed': 2}, {'layer': '600mb', 'direction': 180, 'speed': 2}, {'layer': '550mb', 'direction': 150, 'speed': 2}, {'layer': '500mb', 'direction': 150, 'speed': 3}, {'layer': '450mb', 'direction': 155, 'speed': 3}, {'layer': '400mb', 'direction': 165, 'speed': 3}, {'layer': '350mb', 'direction': 200, 'speed': 2}, {'layer': '300mb', 'direction': 250, 'speed': 3}, {'layer': '250mb', 'direction': 235, 'speed': 3}, {'layer': '200mb', 'direction': 225, 'speed': 4}]",24,2,4,1016,none,0,0,230,3,usa
23,0,0,-2,-1,-1,0,2,3,7,7,7,5,6,8,16,12,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,23,72,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 0}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 6}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 215, 'speed': 3}, {'layer': '900mb', 'direction': 240, 'speed': 3}, {'layer': '850mb', 'direction': 235, 'speed': 3}, {'layer': '800mb', 'direction': 230, 'speed': 3}, {'layer': '750mb', 'direction': 215, 'speed': 3}, {'layer': '700mb', 'direction': 190, 'speed': 3}, {'layer': '650mb', 'direction': 160, 'speed': 2}, {'layer': '600mb', 'direction': 170, 'speed': 3}, {'layer': '550mb', 'direction': 160, 'speed': 3}, {'layer': '500mb', 'direction': 180, 'speed': 3}, {'layer': '450mb', 'direction': 180, 'speed': 3}, {'layer': '400mb', 'direction': 210, 'speed': 4}, {'layer': '350mb', 'direction': 260, 'speed': 3}, {'layer': '300mb', 'direction': 305, 'speed': 3}, {'layer': '250mb', 'direction': 220, 'speed': 2}, {'layer': '200mb', 'direction': 210, 'speed': 3}]",24,2,4,1015,none,0,0,230,2,usa
24,2,-1,-1,-1,0,0,2,5,7,6,3,8,3,8,16,15,2,2,3,3,3,3,3,3,3,4,3,3,2,2,3,4,24,75,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 2}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 235, 'speed': 2}, {'layer': '900mb', 'direction': 225, 'speed': 2}, {'layer': '850mb', 'direction': 240, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 225, 'speed': 3}, {'layer': '700mb', 'direction': 205, 'speed': 3}, {'layer': '650mb', 'direction': 190, 'speed': 3}, {'layer': '600mb', 'direction': 185, 'speed': 3}, {'layer': '550mb', 'direction': 200, 'speed': 3}, {'layer': '500mb', 'direction': 215, 'speed': 4}, {'layer': '450mb', 'direction': 215, 'speed': 3}, {'layer': '400mb', 'direction': 235, 'speed': 3}, {'layer': '350mb', 'direction': 260, 'speed': 2}, {'layer': '300mb', 'direction': 235, 'speed': 2}, {'layer': '250mb', 'direction': 205, 'speed': 3}, {'layer': '200mb', 'direction': 215, 'speed': 4}]",23,2,5,1013,none,0,0,210,2,usa
25,2,-1,-2,-1,0,1,2,4,7,4,16,7,5,5,16,14,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,5,25,78,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 2}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 16}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 225, 'speed': 2}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 190, 'speed': 3}, {'layer': '800mb', 'direction': 200, 'speed': 3}, {'layer': '750mb', 'direction': 210, 'speed': 3}, {'layer': '700mb', 'direction': 220, 'speed': 3}, {'layer': '650mb', 'direction': 225, 'speed': 4}, {'layer': '600mb', 'direction': 200, 'speed': 3}, {'layer': '550mb', 'direction': 210, 'speed': 3}, {'layer': '500mb', 'direction': 225, 'speed': 3}, {'layer': '450mb', 'direction': 225, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 4}, {'layer': '350mb', 'direction': 240, 'speed': 3}, {'layer': '300mb', 'direction': 225, 'speed': 3}, {'layer': '250mb', 'direction': 195, 'speed': 3}, {'layer': '200mb', 'direction': 205, 'speed': 5}]",23,2,5,1013,none,0,0,215,2,usa
